linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,GPS.lat,GPS.long,GPS.alt
-0.048454873,-0.23944902,-0.04792118,17.58108274,78.12095765,471.24127197265625
-0.001955714,0.012521267,0.14344025,17.58108274,78.12095765,471.24127197265625
-0.07960049,-0.037914753,-0.18315029,17.58108274,78.12095765,471.24127197265625
0.08035472,-0.018775463,0.030614853,17.58108274,78.12095765,471.24127197265625
-0.080010936,0.06684971,-0.059853554,17.58108274,78.12095765,471.24127197265625
0.015521934,-0.18675947,-0.07718468,17.58108274,78.12095765,471.24127197265625
-0.028106008,-0.056563377,0.20647049,17.58108274,78.12095765,471.24127197265625
-0.014617648,5.030632E-4,0.07933521,17.58108274,78.12095765,471.24127197265625
-0.14976458,-0.04765606,-0.29524136,17.58108274,78.12095765,471.24127197265625
0.19180726,-0.02327156,-0.08214378,17.58108274,78.12095765,471.24127197265625
0.06643938,0.093822,0.12644672,17.58108274,78.12095765,471.24127197265625
-0.12815315,0.01959753,0.18214798,17.58108274,78.12095765,471.24127197265625
0.032731235,0.11663246,-0.12390804,17.58108274,78.12095765,471.24127197265625
-0.21267895,0.39022255,-0.54386806,17.58108274,78.12095765,471.24127197265625
0.03981,0.016299725,0.14253426,17.58108274,78.12095765,471.24127197265625
0.08507264,0.022659779,0.084383965,17.58108274,78.12095765,471.24127197265625
-0.03112638,0.053682327,0.27286053,17.58108274,78.12095765,471.24127197265625
-0.030547589,0.17428684,0.17846489,17.58108274,78.12095765,471.24127197265625
-0.0020689666,0.024474144,0.10679245,17.58108274,78.12095765,471.24127197265625
-0.034779638,0.03401947,-0.23430157,17.58108274,78.12095765,471.24127197265625
0.03759706,0.069117546,-0.17814445,17.58108274,78.12095765,471.24127197265625
-0.117915705,-0.040010452,-0.30187893,17.58108274,78.12095765,471.24127197265625
-0.26872998,0.10310316,0.42589474,17.58108274,78.12095765,471.24127197265625
5.901605E-4,-0.09039068,0.08486557,17.58108274,78.12095765,471.24127197265625
5.4587424E-4,0.10871267,0.22330952,17.58108775,78.12094726,450.53369140625
0.08126962,0.08352852,-0.04168701,17.58108775,78.12094726,450.53369140625
-0.103392065,0.04908085,-0.24222088,17.58108775,78.12094726,450.53369140625
0.078383565,-0.037942886,0.12568474,17.58108775,78.12094726,450.53369140625
-0.08952148,0.025758743,-0.14220238,17.58108775,78.12094726,450.53369140625
-0.049407557,-0.05661249,0.08860588,17.58108775,78.12094726,450.53369140625
0.12565881,0.027471542,0.1816349,17.58108775,78.12094726,450.53369140625
-0.08253005,0.13124895,0.3010559,17.58108775,78.12094726,450.53369140625
0.01989925,-0.022541046,0.08343887,17.58108775,78.12094726,450.53369140625
-0.014885768,-0.04445553,-0.5496292,17.58108775,78.12094726,450.53369140625
0.022993937,0.1824851,0.17346668,17.58111566,78.12095937,452.37744140625
0.06876624,-0.09598398,-0.36548328,17.58111566,78.12095937,452.37744140625
-0.093054615,-0.12371397,-0.03986454,17.58111566,78.12095937,452.37744140625
0.027435169,0.016368866,0.317935,17.58111566,78.12095937,452.37744140625
-0.034989253,0.021825314,0.006371498,17.58111566,78.12095937,452.37744140625
-0.20461847,0.018016338,0.0031604767,17.58111566,78.12095937,452.37744140625
0.1853418,0.08144045,-0.07091141,17.58111566,78.12095937,452.37744140625
-0.2507012,-0.20092249,-1.2601075,17.58111566,78.12095937,452.37744140625
0.5495702,0.06043291,0.8825569,17.58111566,78.12095937,452.37744140625
-0.07051039,-0.19510317,-0.18810081,17.58112362,78.12097602,450.16021728515625
-0.18395919,0.3587246,1.2514801,17.58112362,78.12097602,450.16021728515625
-0.16715115,-0.07572222,0.023757935,17.58112362,78.12097602,450.16021728515625
0.0025509596,-0.11048603,-0.2204094,17.58112362,78.12097602,450.16021728515625
1.229288,-0.3134365,0.31110477,17.58112362,78.12097602,450.16021728515625
-0.23233074,-0.043432236,-0.94833136,17.58112362,78.12097602,450.16021728515625
0.030463934,-0.05327511,-0.10467625,17.58112362,78.12097602,450.16021728515625
-0.12909186,0.10284901,0.15256405,17.58112362,78.12097602,450.16021728515625
-0.023166418,-0.036197186,-0.11376381,17.58112362,78.12097602,450.16021728515625
-0.018356204,-0.09910965,0.13682747,17.58112362,78.12097602,450.16021728515625
-0.007000804,0.002008438,0.0281744,17.58112362,78.12097602,450.16021728515625
0.03382969,0.02857542,-0.043484688,17.58112362,78.12097602,450.16021728515625
-0.039372087,0.10763407,0.15112019,17.58112362,78.12097602,450.16021728515625
0.03626299,0.053599358,-0.14910793,17.58112362,78.12097602,450.16021728515625
0.021766186,-0.05461502,0.21888828,17.58112362,78.12097602,450.16021728515625
-0.018408775,-0.05290413,0.14405441,17.58112362,78.12097602,450.16021728515625
-0.06449592,-0.11555481,-0.058484077,17.58112362,78.12097602,450.16021728515625
-0.1509788,0.004890442,-0.005542755,17.58112362,78.12097602,450.16021728515625
0.020404875,0.09297562,0.09389973,17.58112362,78.12097602,450.16021728515625
0.072060764,0.12940788,0.15181255,17.58112362,78.12097602,450.16021728515625
0.11634284,0.016989708,0.09891224,17.58112362,78.12097602,450.16021728515625
4.5204163E-4,0.013799667,0.041443825,17.58112362,78.12097602,450.16021728515625
0.029439807,-0.07481718,0.083836555,17.58112362,78.12097602,450.16021728515625
-0.10305238,-0.06562376,-0.16071892,17.58112362,78.12097602,450.16021728515625
-0.09026432,-0.10386562,-0.15989876,17.58112362,78.12097602,450.16021728515625
-0.0124925375,0.020201683,0.14182854,17.58112362,78.12097602,450.16021728515625
0.11564779,0.058248043,0.20034885,17.58112362,78.12097602,450.16021728515625
-0.028648496,0.027044296,-0.21122742,17.58112362,78.12097602,450.16021728515625
0.030205011,0.061232567,0.057844162,17.58112362,78.12097602,450.16021728515625
0.10950899,-0.037225246,0.077516556,17.58113417,78.12097635,446.080810546875
0.061426878,-0.09337664,0.015028,17.58113417,78.12097635,446.080810546875
-0.119395256,0.035821915,0.20333195,17.58113417,78.12097635,446.080810546875
0.0055863857,-0.12938309,-0.19387054,17.58113417,78.12097635,446.080810546875
-0.018359065,0.09271002,0.33509064,17.58113417,78.12097635,446.080810546875
0.046179533,-0.0010919571,-0.18000889,17.58113417,78.12097635,446.080810546875
0.08719444,0.015129089,-0.033187866,17.58113417,78.12097635,446.080810546875
0.09407735,-0.06819677,-0.20458412,17.58113417,78.12097635,446.080810546875
-0.02603817,0.13985062,0.1715641,17.58113417,78.12097635,446.080810546875
0.12930804,-0.10467577,-0.056333542,17.58113417,78.12097635,446.080810546875
-0.01794219,-0.04727316,0.07575607,17.58113417,78.12097635,446.080810546875
-0.053641796,-0.055331707,-0.14271355,17.58113417,78.12097635,446.080810546875
-0.024219394,-0.025642872,0.104637146,17.58113417,78.12097635,446.080810546875
-0.042678,-0.067388535,-0.11145401,17.58113417,78.12097635,446.080810546875
-0.08697212,-0.064866066,-0.08948994,17.58113417,78.12097635,446.080810546875
-0.06675196,0.024343014,0.017681122,17.58113417,78.12097635,446.080810546875
0.15961248,0.04085684,0.1770029,17.58113417,78.12097635,446.080810546875
0.16862786,-0.024389267,0.13990498,17.58113417,78.12097635,446.080810546875
0.03138721,-0.017840862,0.06823826,17.58113417,78.12097635,446.080810546875
-0.0015497208,0.001563549,0.27550983,17.58113417,78.12097635,446.080810546875
0.02334857,-0.06229973,-0.050807,17.58113417,78.12097635,446.080810546875
-0.015235662,-0.011907101,0.0121536255,17.58113417,78.12097635,446.080810546875
0.04050839,-0.029191494,-0.040257454,17.58113417,78.12097635,446.080810546875
-0.018951178,-0.010627747,0.12188244,17.58113417,78.12097635,446.080810546875
0.001034975,-0.062467575,-0.094818115,17.58113417,78.12097635,446.080810546875
0.07635003,-0.1776638,-0.18102932,17.58113417,78.12097635,446.080810546875
0.00201118,-0.14918804,-0.03446865,17.58113417,78.12097635,446.080810546875
-0.08292246,0.019331932,0.16853142,17.58113417,78.12097635,446.080810546875
-0.016021013,-0.056694508,-0.112231255,17.58113417,78.12097635,446.080810546875
0.0120200515,-0.06130457,-0.0827198,17.58113417,78.12097635,446.080810546875
-0.033783793,0.045952797,-0.015723228,17.58113417,78.12097635,446.080810546875
-0.020819545,0.04376316,0.14463615,17.58113417,78.12097635,446.080810546875
-0.7123309,0.46293354,-0.13904095,17.58113417,78.12097635,446.080810546875
-0.98892003,0.22135496,-0.6769619,17.58113417,78.12097635,446.080810546875
0.69740975,-0.22249508,1.4004822,17.58113417,78.12097635,446.080810546875
1.364546,-1.0782781,-1.0321059,17.58113417,78.12097635,446.080810546875
0.28593773,0.12188196,-0.37355518,17.58113417,78.12097635,446.080810546875
0.16670364,-0.02353859,0.14907265,17.58113417,78.12097635,446.080810546875
0.12163592,-0.25306273,0.085258484,17.58113417,78.12097635,446.080810546875
0.17344774,-0.08257103,-0.10762119,17.58113417,78.12097635,446.080810546875
-0.13897865,-0.08962393,-0.2595253,17.58113417,78.12097635,446.080810546875
0.13629484,-0.19875288,-0.059563637,17.58113417,78.12097635,446.080810546875
0.122939095,-0.098517895,-0.109947205,17.58113417,78.12097635,446.080810546875
0.050800715,-0.025228977,-0.13871098,17.58113417,78.12097635,446.080810546875
0.49410525,-0.41082573,-0.27472782,17.58113417,78.12097635,446.080810546875
0.028198995,-0.118003845,-0.06127739,17.58113417,78.12097635,446.080810546875
-0.3283199,0.3205409,0.13118458,17.58113417,78.12097635,446.080810546875
0.0067879856,2.4032593E-4,-0.24352741,17.58113417,78.12097635,446.080810546875
0.61814785,-0.23694658,-0.037596703,17.58113417,78.12097635,446.080810546875
-0.07226753,0.13495302,-0.06205845,17.58113417,78.12097635,446.080810546875
-0.33542407,0.15677166,-0.17801094,17.58113417,78.12097635,446.080810546875
-0.39422953,0.26097202,-0.14057064,17.58113417,78.12097635,446.080810546875
-0.105953336,-0.05161953,-0.13399363,17.58113417,78.12097635,446.080810546875
0.06399763,-0.027507782,0.063224316,17.58113417,78.12097635,446.080810546875
0.022939563,0.036744118,-0.010787487,17.58113417,78.12097635,446.080810546875
0.007242799,-0.02939272,-0.018403053,17.58113417,78.12097635,446.080810546875
-0.014618516,0.004896164,0.1695447,17.58113417,78.12097635,446.080810546875
0.032224894,-0.0042977333,0.11303711,17.58113417,78.12097635,446.080810546875
0.10522783,0.012892723,0.15785313,17.58113417,78.12097635,446.080810546875
0.007992864,0.048563957,0.07248688,17.58113417,78.12097635,446.080810546875
0.021022081,-0.047269344,-0.016307354,17.58113417,78.12097635,446.080810546875
-0.11123657,0.04602909,-0.051680088,17.58113417,78.12097635,446.080810546875
-0.05724299,-0.025054455,0.026048183,17.58113417,78.12097635,446.080810546875
-0.109104514,-0.03810692,-0.3111372,17.58113417,78.12097635,446.080810546875
-0.044363856,0.087274075,0.09341335,17.58113417,78.12097635,446.080810546875
-0.073197484,0.10192728,-0.080815315,17.58113417,78.12097635,446.080810546875
-0.1577431,0.27211666,-0.26109505,17.58113417,78.12097635,446.080810546875
-0.12356043,-0.016254425,-0.630023,17.58113417,78.12097635,446.080810546875
0.38622487,0.45178175,0.17566776,17.58113417,78.12097635,446.080810546875
-0.38520145,0.24318981,-0.3736453,17.58113417,78.12097635,446.080810546875
0.10334706,0.19419193,0.004085541,17.58113417,78.12097635,446.080810546875
0.5248345,0.05751562,0.46382713,17.58113417,78.12097635,446.080810546875
0.40942562,-0.1799984,-0.12911606,17.58113417,78.12097635,446.080810546875
0.044128597,0.39056015,-0.6796155,17.58113417,78.12097635,446.080810546875
0.024735272,0.040201664,-0.22042465,17.58113417,78.12097635,446.080810546875
0.08904362,0.010621548,-0.70133543,17.58113417,78.12097635,446.080810546875
0.18149093,0.34222364,0.26186657,17.58113417,78.12097635,446.080810546875
-0.13940924,0.10390425,-0.5508685,17.58113417,78.12097635,446.080810546875
0.24594282,-0.2490921,-0.1485281,17.58113417,78.12097635,446.080810546875
0.46058828,0.07430792,0.10848808,17.58113417,78.12097635,446.080810546875
-0.76015913,0.24975586,-0.11165619,17.58113417,78.12097635,446.080810546875
0.4453964,-0.2652998,-0.22728825,17.58113417,78.12097635,446.080810546875
-0.31001148,0.24802732,0.006965637,17.58113417,78.12097635,446.080810546875
-0.18648003,0.17382717,0.1983881,17.58113417,78.12097635,446.080810546875
0.8602773,-0.010682583,0.055095673,17.58113417,78.12097635,446.080810546875
-0.35408008,0.2875247,-0.6755433,17.58113417,78.12097635,446.080810546875
0.3781477,-0.041175842,0.2064848,17.58113417,78.12097635,446.080810546875
-0.18936774,-0.32943344,0.45042706,17.58113417,78.12097635,446.080810546875
0.6863219,-0.35518885,0.04246521,17.58113417,78.12097635,446.080810546875
-0.029267088,-0.23719549,0.37681866,17.58113417,78.12097635,446.080810546875
0.103544384,-0.26944208,0.14543724,17.58113417,78.12097635,446.080810546875
-0.019357495,-0.11927223,0.17475605,17.58113417,78.12097635,446.080810546875
0.114703305,-0.20679331,-0.17226791,17.58113417,78.12097635,446.080810546875
0.19657975,-0.37656832,-0.0057268143,17.58113417,78.12097635,446.080810546875
-0.018422216,0.011943817,-0.12302685,17.58113417,78.12097635,446.080810546875
0.18235403,-0.018061638,0.33665752,17.58113417,78.12097635,446.080810546875
-0.024878398,0.104206085,-0.07974148,17.58113417,78.12097635,446.080810546875
0.08572539,-0.17910337,0.4274664,17.58113417,78.12097635,446.080810546875
0.11032509,0.07429123,-0.11842251,17.58113417,78.12097635,446.080810546875
-0.019829035,0.08066988,-0.115553856,17.58113417,78.12097635,446.080810546875
0.11524422,0.20553446,0.08754635,17.58113417,78.12097635,446.080810546875
-0.06173946,-0.2829666,-0.31897736,17.58113417,78.12097635,446.080810546875
0.023070037,0.0092487335,-0.18460178,17.58113417,78.12097635,446.080810546875
0.050020847,-0.022696018,0.0051193237,17.58113417,78.12097635,446.080810546875
-0.20413014,-0.23682022,0.47035408,17.58113417,78.12097635,446.080810546875
-0.048666887,-0.42045403,0.30628872,17.58113417,78.12097635,446.080810546875
-0.06124547,-0.17416096,0.15167522,17.58113417,78.12097635,446.080810546875
-0.07315263,-0.7023215,0.09857845,17.58113417,78.12097635,446.080810546875
-0.3148817,0.4658451,-0.10292721,17.58113417,78.12097635,446.080810546875
0.13196698,-0.32499838,0.46228027,17.58113417,78.12097635,446.080810546875
0.2614143,-0.34307528,-0.030528069,17.58113417,78.12097635,446.080810546875
-0.6007104,-0.2942195,-0.24862766,17.58113417,78.12097635,446.080810546875
-0.25144246,-1.0750403,-0.091712,17.58113417,78.12097635,446.080810546875
0.039789796,-1.1162558,0.8738308,17.58113417,78.12097635,446.080810546875
-0.6019671,-0.8096404,0.7495098,17.58113417,78.12097635,446.080810546875
-0.37870935,-0.83674574,0.72532845,17.58113417,78.12097635,446.080810546875
-0.53524387,-0.7331252,0.5462713,17.58113417,78.12097635,446.080810546875
-0.47548568,-0.6948662,0.31239033,17.58113417,78.12097635,446.080810546875
-0.4582665,-0.5981345,0.11491871,17.58113417,78.12097635,446.080810546875
-0.23879248,-0.5361824,0.5389004,17.58113417,78.12097635,446.080810546875
-0.052221477,-0.25664282,0.283185,17.58113417,78.12097635,446.080810546875
-0.06400782,-0.14656496,0.019065857,17.58113417,78.12097635,446.080810546875
-0.36424989,0.1497078,-0.02947998,17.58113417,78.12097635,446.080810546875
-0.116261005,0.18579006,0.05611229,17.58113417,78.12097635,446.080810546875
0.016566455,0.11366701,-0.06276417,17.58113417,78.12097635,446.080810546875
-0.05371827,0.22657442,-0.2793808,17.58113906,78.12096823,447.88385009765625
-0.20839924,0.37165308,-0.2872467,17.58113906,78.12096823,447.88385009765625
-0.15450418,0.2662902,-0.39004135,17.58113906,78.12096823,447.88385009765625
-4.8553944E-4,0.37374544,-0.018128395,17.58113906,78.12096823,447.88385009765625
0.18497407,0.19433355,-0.1030817,17.58113906,78.12096823,447.88385009765625
0.07385069,0.06670475,-0.12866688,17.58113906,78.12096823,447.88385009765625
-0.0054055452,0.13502121,-0.036948204,17.58113906,78.12096823,447.88385009765625
-0.012965739,0.153965,-0.17687035,17.58113906,78.12096823,447.88385009765625
-0.05190301,0.119729996,0.04132366,17.58113906,78.12096823,447.88385009765625
0.027821064,0.09516239,0.12495899,17.58113906,78.12096823,447.88385009765625
-0.029307365,0.11022282,-0.11677933,17.58113906,78.12096823,447.88385009765625
-0.07204205,0.1144104,-0.13703251,17.58113906,78.12096823,447.88385009765625
-0.13964593,0.08542299,0.059818268,17.58113906,78.12096823,447.88385009765625
-0.03628373,-0.06695938,-0.318079,17.58113906,78.12096823,447.88385009765625
0.03135419,0.035254955,-0.088853836,17.58113906,78.12096823,447.88385009765625
0.12527746,-0.10354853,0.23509407,17.58113906,78.12096823,447.88385009765625
-0.0780285,0.081618786,-0.06492901,17.58113906,78.12096823,447.88385009765625
0.06289464,0.11686897,0.07987976,17.58113906,78.12096823,447.88385009765625
-0.03055793,0.33357668,-0.1195879,17.58113906,78.12096823,447.88385009765625
0.08374727,0.2450347,-0.21191311,17.58113906,78.12096823,447.88385009765625
0.06314707,0.18923807,-0.21983814,17.58113906,78.12096823,447.88385009765625
0.030645669,0.086790085,-0.115389824,17.58113906,78.12096823,447.88385009765625
0.021394193,0.15821648,9.651184E-4,17.58113906,78.12096823,447.88385009765625
-0.021061301,0.08300495,-0.03466034,17.58113906,78.12096823,447.88385009765625
0.0019664168,0.1060338,-0.03225708,17.58113906,78.12096823,447.88385009765625
-0.006401956,0.012895584,-0.07069397,17.58113906,78.12096823,447.88385009765625
-0.08164036,0.101902485,-0.37444782,17.58113906,78.12096823,447.88385009765625
-0.034549117,0.06360531,-0.11675072,17.58113906,78.12096823,447.88385009765625
-2.5993586E-4,0.06449938,0.035066605,17.58113906,78.12096823,447.88385009765625
0.0019779801,-0.013118267,0.004673004,17.58113906,78.12096823,447.88385009765625
0.011851311,-0.041634083,-0.034259796,17.58113906,78.12096823,447.88385009765625
0.0694325,-0.0041713715,0.13130093,17.58113906,78.12096823,447.88385009765625
0.019744754,0.026751995,0.12965298,17.58113906,78.12096823,447.88385009765625
0.02152592,0.032866955,0.18214607,17.58113906,78.12096823,447.88385009765625
0.059377372,-0.02739954,0.15235329,17.58113906,78.12096823,447.88385009765625
-0.090277255,0.012770176,-0.0027160645,17.58113906,78.12096823,447.88385009765625
-0.017937183,0.06779337,-0.004545212,17.58113906,78.12096823,447.88385009765625
0.11555943,-0.028088093,-0.05792713,17.58113906,78.12096823,447.88385009765625
0.02696985,-0.11550808,-0.07089615,17.58113906,78.12096823,447.88385009765625
0.01623869,-0.051352978,0.053581238,17.58113906,78.12096823,447.88385009765625
-0.0018517971,-0.0025310516,0.18157578,17.58113906,78.12096823,447.88385009765625
0.011970162,0.03505659,0.078393936,17.58113906,78.12096823,447.88385009765625
-0.024787843,0.055543423,-0.17143822,17.58113906,78.12096823,447.88385009765625
0.059815943,0.06570721,0.056269646,17.58113906,78.12096823,447.88385009765625
0.0018305182,-0.07719946,0.02001667,17.58113906,78.12096823,447.88385009765625
-0.01625532,-0.07141638,-0.09998608,17.58113906,78.12096823,447.88385009765625
-0.03097248,0.043771267,0.09336853,17.58113906,78.12096823,447.88385009765625
0.00591594,0.023916245,0.055397034,17.58113906,78.12096823,447.88385009765625
0.052772224,0.07442522,0.109968185,17.58113906,78.12096823,447.88385009765625
0.009652972,-0.08098984,-0.28891468,17.58113906,78.12096823,447.88385009765625
0.00992167,0.03487301,0.065382004,17.58113906,78.12096823,447.88385009765625
0.20778203,0.03667736,0.2030468,17.58113906,78.12096823,447.88385009765625
-0.13739699,-0.010416985,0.07300377,17.58113906,78.12096823,447.88385009765625
-0.0033183396,0.09386873,0.019979477,17.58113906,78.12096823,447.88385009765625
-0.010689259,-0.07443285,-0.24081135,17.58113906,78.12096823,447.88385009765625
-0.014603615,0.03451109,0.03569889,17.58113906,78.12096823,447.88385009765625
0.07375866,-0.008901119,0.025968552,17.58113906,78.12096823,447.88385009765625
0.034300566,-0.08198881,0.14859581,17.58113906,78.12096823,447.88385009765625
-0.078549385,-0.029107094,-0.074967384,17.58113906,78.12096823,447.88385009765625
-0.07224351,0.05791855,0.1094141,17.58113906,78.12096823,447.88385009765625
-0.07923043,-0.108156204,-0.04723835,17.58113906,78.12096823,447.88385009765625
0.19971055,0.016824245,0.34658432,17.58113906,78.12096823,447.88385009765625
-0.06887609,-0.090425014,-0.13111591,17.58113906,78.12096823,447.88385009765625
-0.10228628,-0.13277292,-0.10667229,17.58113906,78.12096823,447.88385009765625
-0.0023460388,0.007098675,0.05971527,17.58113906,78.12096823,447.88385009765625
-0.0065798163,-0.005821705,-0.02217865,17.58113906,78.12096823,447.88385009765625
-0.12078494,0.07541561,0.09992504,17.58113906,78.12096823,447.88385009765625
0.11278865,-0.04060507,-0.04018879,17.58113906,78.12096823,447.88385009765625
0.083515465,-0.068359375,-0.18550873,17.58113906,78.12096823,447.88385009765625
0.072288096,0.014295101,0.05219841,17.58113906,78.12096823,447.88385009765625
-0.056802988,0.10037613,0.017721176,17.58113906,78.12096823,447.88385009765625
0.12712833,-0.06696272,-0.30503845,17.58113906,78.12096823,447.88385009765625
-0.09862566,0.107842445,0.0104904175,17.58113906,78.12096823,447.88385009765625
-0.07537258,0.3413477,0.093153,17.58113906,78.12096823,447.88385009765625
0.08328381,0.04504776,0.028535843,17.58113906,78.12096823,447.88385009765625
-0.13357663,0.10142517,-0.2836485,17.58113906,78.12096823,447.88385009765625
0.10458368,0.006817341,0.017392159,17.58113906,78.12096823,447.88385009765625
0.07297993,0.2501912,0.13447475,17.58113906,78.12096823,447.88385009765625
0.21118477,0.2791028,-0.3453169,17.58113906,78.12096823,447.88385009765625
0.19148937,0.43437433,0.3452692,17.58113906,78.12096823,447.88385009765625
0.16487822,0.21403837,0.07715511,17.58113906,78.12096823,447.88385009765625
0.31213585,0.05078411,-0.38901043,17.58113906,78.12096823,447.88385009765625
-0.16284814,0.1255064,0.040643692,17.58113906,78.12096823,447.88385009765625
-0.07746339,0.24706411,-0.52927685,17.58113906,78.12096823,447.88385009765625
0.4015306,0.13152409,0.13758087,17.58113906,78.12096823,447.88385009765625
-0.34601146,0.2643032,0.3108387,17.58113906,78.12096823,447.88385009765625
0.7285906,0.100610256,0.18910027,17.58113906,78.12096823,447.88385009765625
-0.7128506,0.048358917,0.58641624,17.58113906,78.12096823,447.88385009765625
-0.013663098,0.17935514,-0.42328358,17.58113906,78.12096823,447.88385009765625
0.65374976,-0.24276209,0.0734539,17.58113906,78.12096823,447.88385009765625
0.02144615,-0.058454037,-0.57270145,17.58113906,78.12096823,447.88385009765625
-0.8361207,-0.00178051,1.0184364,17.58113906,78.12096823,447.88385009765625
0.38562688,-0.24218273,-0.43519115,17.58113906,78.12096823,447.88385009765625
0.7063729,0.20977783,-0.15250778,17.58113906,78.12096823,447.88385009765625
-0.08577481,-0.0268116,-0.06203556,17.58113906,78.12096823,447.88385009765625
-0.022583887,-0.20240879,0.19071579,17.58113906,78.12096823,447.88385009765625
0.30956596,-0.15178537,0.50092125,17.58113906,78.12096823,447.88385009765625
0.07719681,-0.30752516,-0.57638645,17.58113906,78.12096823,447.88385009765625
-0.2524336,-0.18578434,-0.038391113,17.58113906,78.12096823,447.88385009765625
-0.12634067,-0.4848261,0.3472042,17.58113906,78.12096823,447.88385009765625
-0.31232584,-0.13047647,-0.14422226,17.58113906,78.12096823,447.88385009765625
0.044554263,-0.332664,0.20684624,17.58113906,78.12096823,447.88385009765625
0.1351285,-0.44935656,0.3774128,17.58113906,78.12096823,447.88385009765625
0.03764105,-0.59967756,-0.018559456,17.58113906,78.12096823,447.88385009765625
-0.1771777,-0.0292449,0.6662712,17.58113906,78.12096823,447.88385009765625
-0.6387618,-0.017150402,0.5284281,17.58113906,78.12096823,447.88385009765625
-0.545215,0.10667086,0.5288248,17.58114735,78.12096398,449.712158203125
0.2748541,-0.32283115,0.0052814484,17.58114735,78.12096398,449.712158203125
0.3852744,-0.29542446,-0.13738632,17.58114735,78.12096398,449.712158203125
-0.3771151,0.19812775,0.13717651,17.58114735,78.12096398,449.712158203125
0.09920363,0.10200739,-0.349864,17.58114735,78.12096398,449.712158203125
0.6089164,-0.36065483,0.5186634,17.58114735,78.12096398,449.712158203125
-0.29326957,-0.08698511,-0.43919373,17.58114735,78.12096398,449.712158203125
-0.38726598,0.055531025,-0.2525921,17.58114735,78.12096398,449.712158203125
-0.20453393,0.19513988,0.28572655,17.58114735,78.12096398,449.712158203125
-0.40193754,0.047781944,-0.3530836,17.58114735,78.12096398,449.712158203125
-0.29700884,0.17362499,0.043143272,17.58114735,78.12096398,449.712158203125
-0.07850243,0.17349005,0.29634666,17.58114735,78.12096398,449.712158203125
-0.13732505,0.09596491,-0.09034634,17.58114735,78.12096398,449.712158203125
-0.21890327,-0.081749916,-0.010759354,17.58114735,78.12096398,449.712158203125
-0.013413042,0.059066296,0.27763748,17.58114735,78.12096398,449.712158203125
